token1,token2,token3,token4,token5,target
93,25,1,253,587,2676
25,1,253,587,2676,3
1,253,587,2676,3,117
253,587,2676,3,117,3
587,2676,3,117,3,45
2676,3,117,3,45,1120
3,117,3,45,1120,436
117,3,45,1120,436,426
3,45,1120,436,426,3
45,1120,436,426,3,73
1120,436,426,3,73,211
436,426,3,73,211,436
426,3,73,211,436,988
3,73,211,436,988,1
73,211,436,988,1,118
211,436,988,1,118,28
436,988,1,118,28,382
988,1,118,28,382,405
1,118,28,382,405,207
118,28,382,405,207,3
28,382,405,207,3,168
382,405,207,3,168,31
405,207,3,168,31,12
207,3,168,31,12,1
3,168,31,12,1,2677
168,31,12,1,2677,133
31,12,1,2677,133,20
12,1,2677,133,20,7
1,2677,133,20,7,28
2677,133,20,7,28,323
133,20,7,28,323,15
20,7,28,323,15,2678
7,28,323,15,2678,371
28,323,15,2678,371,198
323,15,2678,371,198,866
15,2678,371,198,866,20
2678,371,198,866,20,7
371,198,866,20,7,73
198,866,20,7,73,2
866,20,7,73,2,334
20,7,73,2,334,110
7,73,2,334,110,3
73,2,334,110,3,100
2,334,110,3,100,70
334,110,3,100,70,106
110,3,100,70,106,94
3,100,70,106,94,76
100,70,106,94,76,13
70,106,94,76,13,76
106,94,76,13,76,187
94,76,13,76,187,27
76,13,76,187,27,203
13,76,187,27,203,350
76,187,27,203,350,34
187,27,203,350,34,2
27,203,350,34,2,67
203,350,34,2,67,933
350,34,2,67,933,789
34,2,67,933,789,836
2,67,933,789,836,5
67,933,789,836,5,857
933,789,836,5,857,9
789,836,5,857,9,540
836,5,857,9,540,25
5,857,9,540,25,2
857,9,540,25,2,489
9,540,25,2,489,46
540,25,2,489,46,2
25,2,489,46,2,2679
2,489,46,2,2679,618
489,46,2,2679,618,4
46,2,2679,618,4,3
2,2679,618,4,3,19
2679,618,4,3,19,206
618,4,3,19,206,166
4,3,19,206,166,16
3,19,206,166,16,1167
19,206,166,16,1167,13
206,166,16,1167,13,158
166,16,1167,13,158,106
16,1167,13,158,106,726
1167,13,158,106,726,76
13,158,106,726,76,435
158,106,726,76,435,76
106,726,76,435,76,2680
726,76,435,76,2680,81
76,435,76,2680,81,64
435,76,2680,81,64,82
76,2680,81,64,82,271
2680,81,64,82,271,13
81,64,82,271,13,2681
64,82,271,13,2681,254
82,271,13,2681,254,62
271,13,2681,254,62,69
13,2681,254,62,69,987
2681,254,62,69,987,436
254,62,69,987,436,76
62,69,987,436,76,80
69,987,436,76,80,13
987,436,76,80,13,76
436,76,80,13,76,37
76,80,13,76,37,207
80,13,76,37,207,1
13,76,37,207,1,650
76,37,207,1,650,730
37,207,1,650,730,8
207,1,650,730,8,1
1,650,730,8,1,291
650,730,8,1,291,13
730,8,1,291,13,3
8,1,291,13,3,160
1,291,13,3,160,6
291,13,3,160,6,364
13,3,160,6,364,20
3,160,6,364,20,159
160,6,364,20,159,211
6,364,20,159,211,70
364,20,159,211,70,276
20,159,211,70,276,2
159,211,70,276,2,1381
211,70,276,2,1381,733
70,276,2,1381,733,8
276,2,1381,733,8,11
2,1381,733,8,11,33
1381,733,8,11,33,295
733,8,11,33,295,144
8,11,33,295,144,426
11,33,295,144,426,3
33,295,144,426,3,73
295,144,426,3,73,484
144,426,3,73,484,2682
426,3,73,484,2682,68
3,73,484,2682,68,80
73,484,2682,68,80,23
484,2682,68,80,23,3
2682,68,80,23,3,82
68,80,23,3,82,93
80,23,3,82,93,11
23,3,82,93,11,77
3,82,93,11,77,627
82,93,11,77,627,129
93,11,77,627,129,20
11,77,627,129,20,66
77,627,129,20,66,16
627,129,20,66,16,2683
129,20,66,16,2683,15
20,66,16,2683,15,106
66,16,2683,15,106,562
16,2683,15,106,562,16
2683,15,106,562,16,7
15,106,562,16,7,58
106,562,16,7,58,588
562,16,7,58,588,845
16,7,58,588,845,319
7,58,588,845,319,51
58,588,845,319,51,64
588,845,319,51,64,78
845,319,51,64,78,65
319,51,64,78,65,2
51,64,78,65,2,1418
64,78,65,2,1418,2684
78,65,2,1418,2684,2685
65,2,1418,2684,2685,2686
2,1418,2684,2685,2686,64
1418,2684,2685,2686,64,13
2684,2685,2686,64,13,150
2685,2686,64,13,150,1114
2686,64,13,150,1114,8
64,13,150,1114,8,106
13,150,1114,8,106,726
150,1114,8,106,726,76
1114,8,106,726,76,435
8,106,726,76,435,76
106,726,76,435,76,106
726,76,435,76,106,94
76,435,76,106,94,91
435,76,106,94,91,13
76,106,94,91,13,23
106,94,91,13,23,11
94,91,13,23,11,44
91,13,23,11,44,261
13,23,11,44,261,15
23,11,44,261,15,20
11,44,261,15,20,76
44,261,15,20,76,319
261,15,20,76,319,230
15,20,76,319,230,106
20,76,319,230,106,237
76,319,230,106,237,10
319,230,106,237,10,58
230,106,237,10,58,40
106,237,10,58,40,149
237,10,58,40,149,496
10,58,40,149,496,216
58,40,149,496,216,3
40,149,496,216,3,807
149,496,216,3,807,70
496,216,3,807,70,364
216,3,807,70,364,960
3,807,70,364,960,58
807,70,364,960,58,40
70,364,960,58,40,448
364,960,58,40,448,20
960,58,40,448,20,76
58,40,448,20,76,61
40,448,20,76,61,987
448,20,76,61,987,126
20,76,61,987,126,209
76,61,987,126,209,1
61,987,126,209,1,409
987,126,209,1,409,1419
126,209,1,409,1419,76
209,1,409,1419,76,585
1,409,1419,76,585,8
409,1419,76,585,8,1
1419,76,585,8,1,634
76,585,8,1,634,13
585,8,1,634,13,1
8,1,634,13,1,2687
1,634,13,1,2687,1
634,13,1,2687,1,2688
13,1,2687,1,2688,1
1,2687,1,2688,1,2689
2687,1,2688,1,2689,13
1,2688,1,2689,13,76
2688,1,2689,13,76,20
1,2689,13,76,20,7
2689,13,76,20,7,123
13,76,20,7,123,2
76,20,7,123,2,412
20,7,123,2,412,76
7,123,2,412,76,20
123,2,412,76,20,496
2,412,76,20,496,4
412,76,20,496,4,95
76,20,496,4,95,67
20,496,4,95,67,1338
496,4,95,67,1338,7
4,95,67,1338,7,103
95,67,1338,7,103,15
67,1338,7,103,15,12
1338,7,103,15,12,140
7,103,15,12,140,228
103,15,12,140,228,18
15,12,140,228,18,493
12,140,228,18,493,754
140,228,18,493,754,100
228,18,493,754,100,6
18,493,754,100,6,2
493,754,100,6,2,452
754,100,6,2,452,3
100,6,2,452,3,229
6,2,452,3,229,147
2,452,3,229,147,1
452,3,229,147,1,1287
3,229,147,1,1287,924
229,147,1,1287,924,8
147,1,1287,924,8,246
1,1287,924,8,246,312
1287,924,8,246,312,162
924,8,246,312,162,1348
8,246,312,162,1348,173
246,312,162,1348,173,3
312,162,1348,173,3,14
162,1348,173,3,14,149
1348,173,3,14,149,1420
173,3,14,149,1420,11
3,14,149,1420,11,111
14,149,1420,11,111,13
149,1420,11,111,13,5
1420,11,111,13,5,3
11,111,13,5,3,1420
111,13,5,3,1420,95
13,5,3,1420,95,525
5,3,1420,95,525,30
3,1420,95,525,30,1
1420,95,525,30,1,107
95,525,30,1,107,88
525,30,1,107,88,12
30,1,107,88,12,9
1,107,88,12,9,255
107,88,12,9,255,2
88,12,9,255,2,310
12,9,255,2,310,551
9,255,2,310,551,2690
255,2,310,551,2690,1305
2,310,551,2690,1305,27
310,551,2690,1305,27,7
551,2690,1305,27,7,476
2690,1305,27,7,476,21
1305,27,7,476,21,2691
27,7,476,21,2691,2692
7,476,21,2691,2692,64
476,21,2691,2692,64,53
21,2691,2692,64,53,1
2691,2692,64,53,1,2693
2692,64,53,1,2693,94
64,53,1,2693,94,848
53,1,2693,94,848,15
1,2693,94,848,15,855
2693,94,848,15,855,2694
94,848,15,855,2694,722
848,15,855,2694,722,64
15,855,2694,722,64,70
855,2694,722,64,70,37
2694,722,64,70,37,2695
722,64,70,37,2695,4
64,70,37,2695,4,2696
70,37,2695,4,2696,8
37,2695,4,2696,8,110
2695,4,2696,8,110,2697
4,2696,8,110,2697,4
2696,8,110,2697,4,19
8,110,2697,4,19,24
110,2697,4,19,24,29
2697,4,19,24,29,10
4,19,24,29,10,1355
19,24,29,10,1355,3
24,29,10,1355,3,14
29,10,1355,3,14,248
10,1355,3,14,248,869
1355,3,14,248,869,16
3,14,248,869,16,1
14,248,869,16,1,89
248,869,16,1,89,42
869,16,1,89,42,35
16,1,89,42,35,24
1,89,42,35,24,29
89,42,35,24,29,824
42,35,24,29,824,139
35,24,29,824,139,6
24,29,824,139,6,41
29,824,139,6,41,66
824,139,6,41,66,38
139,6,41,66,38,9
6,41,66,38,9,1421
41,66,38,9,1421,3
66,38,9,1421,3,7
38,9,1421,3,7,2698
9,1421,3,7,2698,17
1421,3,7,2698,17,27
3,7,2698,17,27,5
7,2698,17,27,5,9
2698,17,27,5,9,2699
17,27,5,9,2699,42
27,5,9,2699,42,2700
5,9,2699,42,2700,694
9,2699,42,2700,694,20
2699,42,2700,694,20,947
42,2700,694,20,947,120
2700,694,20,947,120,135
694,20,947,120,135,4
20,947,120,135,4,3
947,120,135,4,3,1234
120,135,4,3,1234,79
135,4,3,1234,79,2701
4,3,1234,79,2701,734
3,1234,79,2701,734,95
1234,79,2701,734,95,258
79,2701,734,95,258,56
2701,734,95,258,56,20
734,95,258,56,20,766
95,258,56,20,766,260
258,56,20,766,260,2
56,20,766,260,2,182
20,766,260,2,182,2702
766,260,2,182,2702,234
260,2,182,2702,234,41
2,182,2702,234,41,2703
182,2702,234,41,2703,13
2702,234,41,2703,13,5
234,41,2703,13,5,18
41,2703,13,5,18,30
2703,13,5,18,30,28
13,5,18,30,28,37
5,18,30,28,37,56
18,30,28,37,56,177
30,28,37,56,177,333
28,37,56,177,333,356
37,56,177,333,356,26
56,177,333,356,26,42
177,333,356,26,42,2704
333,356,26,42,2704,58
356,26,42,2704,58,2705
26,42,2704,58,2705,11
42,2704,58,2705,11,5
2704,58,2705,11,5,1
58,2705,11,5,1,2706
2705,11,5,1,2706,458
11,5,1,2706,458,87
5,1,2706,458,87,277
1,2706,458,87,277,36
2706,458,87,277,36,12
458,87,277,36,12,148
87,277,36,12,148,747
277,36,12,148,747,13
36,12,148,747,13,193
12,148,747,13,193,30
148,747,13,193,30,28
747,13,193,30,28,26
13,193,30,28,26,66
193,30,28,26,66,488
30,28,26,66,488,1088
28,26,66,488,1088,31
26,66,488,1088,31,25
66,488,1088,31,25,314
488,1088,31,25,314,2707
1088,31,25,314,2707,2708
31,25,314,2707,2708,13
25,314,2707,2708,13,73
314,2707,2708,13,73,51
2707,2708,13,73,51,33
2708,13,73,51,33,805
13,73,51,33,805,342
73,51,33,805,342,158
51,33,805,342,158,483
33,805,342,158,483,188
805,342,158,483,188,6
342,158,483,188,6,2
158,483,188,6,2,1386
483,188,6,2,1386,477
188,6,2,1386,477,187
6,2,1386,477,187,23
2,1386,477,187,23,17
1386,477,187,23,17,16
477,187,23,17,16,192
187,23,17,16,192,27
23,17,16,192,27,506
17,16,192,27,506,53
16,192,27,506,53,1
192,27,506,53,1,307
27,506,53,1,307,5
506,53,1,307,5,977
53,1,307,5,977,2
1,307,5,977,2,2709
307,5,977,2,2709,678
5,977,2,2709,678,379
977,2,2709,678,379,53
2,2709,678,379,53,156
2709,678,379,53,156,9
678,379,53,156,9,306
379,53,156,9,306,556
53,156,9,306,556,37
156,9,306,556,37,17
9,306,556,37,17,24
306,556,37,17,24,29
556,37,17,24,29,46
37,17,24,29,46,2
17,24,29,46,2,2710
24,29,46,2,2710,3
29,46,2,2710,3,19
46,2,2710,3,19,256
2,2710,3,19,256,698
2710,3,19,256,698,20
3,19,256,698,20,49
19,256,698,20,49,13
256,698,20,49,13,300
698,20,49,13,300,698
20,49,13,300,698,20
49,13,300,698,20,13
13,300,698,20,13,40
300,698,20,13,40,162
698,20,13,40,162,2711
20,13,40,162,2711,4
13,40,162,2711,4,12
40,162,2711,4,12,1216
162,2711,4,12,1216,8
2711,4,12,1216,8,201
4,12,1216,8,201,2712
12,1216,8,201,2712,15
1216,8,201,2712,15,1
8,201,2712,15,1,477
201,2712,15,1,477,8
2712,15,1,477,8,92
15,1,477,8,92,379
1,477,8,92,379,68
477,8,92,379,68,2
8,92,379,68,2,2713
92,379,68,2,2713,178
379,68,2,2713,178,24
68,2,2713,178,24,278
2,2713,178,24,278,1421
2713,178,24,278,1421,2714
178,24,278,1421,2714,147
24,278,1421,2714,147,3
278,1421,2714,147,3,2715
1421,2714,147,3,2715,137
2714,147,3,2715,137,577
147,3,2715,137,577,1
3,2715,137,577,1,232
2715,137,577,1,232,5
137,577,1,232,5,199
577,1,232,5,199,672
1,232,5,199,672,553
232,5,199,672,553,458
5,199,672,553,458,4
199,672,553,458,4,19
672,553,458,4,19,27
553,458,4,19,27,2716
458,4,19,27,2716,833
4,19,27,2716,833,5
19,27,2716,833,5,251
27,2716,833,5,251,38
2716,833,5,251,38,63
833,5,251,38,63,15
5,251,38,63,15,1
251,38,63,15,1,307
38,63,15,1,307,113
63,15,1,307,113,37
15,1,307,113,37,88
1,307,113,37,88,1390
307,113,37,88,1390,127
113,37,88,1390,127,63
37,88,1390,127,63,6
88,1390,127,63,6,1
1390,127,63,6,1,287
127,63,6,1,287,10
63,6,1,287,10,876
6,1,287,10,876,119
1,287,10,876,119,14
287,10,876,119,14,375
10,876,119,14,375,6
876,119,14,375,6,324
119,14,375,6,324,796
14,375,6,324,796,8
375,6,324,796,8,36
6,324,796,8,36,206
324,796,8,36,206,51
796,8,36,206,51,335
8,36,206,51,335,6
36,206,51,335,6,2717
206,51,335,6,2717,462
51,335,6,2717,462,13
335,6,2717,462,13,33
6,2717,462,13,33,366
2717,462,13,33,366,20
462,13,33,366,20,62
13,33,366,20,62,69
33,366,20,62,69,4
366,20,62,69,4,671
20,62,69,4,671,872
62,69,4,671,872,10
69,4,671,872,10,549
4,671,872,10,549,1278
671,872,10,549,1278,249
872,10,549,1278,249,252
10,549,1278,249,252,3
549,1278,249,252,3,160
1278,249,252,3,160,70
249,252,3,160,70,364
252,3,160,70,364,20
3,160,70,364,20,2718
160,70,364,20,2718,64
70,364,20,2718,64,91
364,20,2718,64,91,162
20,2718,64,91,162,237
2718,64,91,162,237,319
64,91,162,237,319,1
91,162,237,319,1,928
162,237,319,1,928,730
237,319,1,928,730,2719
319,1,928,730,2719,7
1,928,730,2719,7,511
928,730,2719,7,511,162
730,2719,7,511,162,76
2719,7,511,162,76,162
7,511,162,76,162,1418
511,162,76,162,1418,13
162,76,162,1418,13,2720
76,162,1418,13,2720,3
162,1418,13,2720,3,105
1418,13,2720,3,105,2721
13,2720,3,105,2721,112
2720,3,105,2721,112,3
3,105,2721,112,3,500
105,2721,112,3,500,2722
2721,112,3,500,2722,12
112,3,500,2722,12,148
3,500,2722,12,148,747
500,2722,12,148,747,1422
2722,12,148,747,1422,55
12,148,747,1422,55,3
148,747,1422,55,3,14
747,1422,55,3,14,398
1422,55,3,14,398,2723
55,3,14,398,2723,183
3,14,398,2723,183,12
14,398,2723,183,12,21
398,2723,183,12,21,6
2723,183,12,21,6,1423
183,12,21,6,1423,126
12,21,6,1423,126,112
21,6,1423,126,112,236
6,1423,126,112,236,119
1423,126,112,236,119,34
126,112,236,119,34,35
112,236,119,34,35,2724
236,119,34,35,2724,9
119,34,35,2724,9,88
34,35,2724,9,88,46
35,2724,9,88,46,23
2724,9,88,46,23,33
9,88,46,23,33,337
88,46,23,33,337,329
46,23,33,337,329,11
23,33,337,329,11,81
33,337,329,11,81,69
337,329,11,81,69,7
329,11,81,69,7,15
11,81,69,7,15,9
81,69,7,15,9,587
69,7,15,9,587,100
7,15,9,587,100,38
15,9,587,100,38,70
9,587,100,38,70,2725
587,100,38,70,2725,126
100,38,70,2725,126,8
38,70,2725,126,8,436
70,2725,126,8,436,100
2725,126,8,436,100,988
126,8,436,100,988,2726
8,436,100,988,2726,2727
436,100,988,2726,2727,337
100,988,2726,2727,337,727
988,2726,2727,337,727,26
2726,2727,337,727,26,2728
2727,337,727,26,2728,918
337,727,26,2728,918,55
727,26,2728,918,55,3
26,2728,918,55,3,7
2728,918,55,3,7,2729
918,55,3,7,2729,38
55,3,7,2729,38,1060
3,7,2729,38,1060,8
7,2729,38,1060,8,362
2729,38,1060,8,362,727
38,1060,8,362,727,236
1060,8,362,727,236,119
8,362,727,236,119,34
362,727,236,119,34,35
727,236,119,34,35,901
236,119,34,35,901,23
119,34,35,901,23,976
34,35,901,23,976,9
35,901,23,976,9,1126
901,23,976,9,1126,159
23,976,9,1126,159,2730
976,9,1126,159,2730,6
9,1126,159,2730,6,1424
1126,159,2730,6,1424,15
159,2730,6,1424,15,2731
2730,6,1424,15,2731,989
6,1424,15,2731,989,56
1424,15,2731,989,56,20
15,2731,989,56,20,613
2731,989,56,20,613,21
989,56,20,613,21,10
56,20,613,21,10,35
20,613,21,10,35,7
613,21,10,35,7,989
21,10,35,7,989,1425
10,35,7,989,1425,15
35,7,989,1425,15,16
7,989,1425,15,16,252
989,1425,15,16,252,3
1425,15,16,252,3,212
15,16,252,3,212,688
16,252,3,212,688,15
252,3,212,688,15,13
3,212,688,15,13,33
212,688,15,13,33,1422
688,15,13,33,1422,51
15,13,33,1422,51,11
13,33,1422,51,11,7
33,1422,51,11,7,58
1422,51,11,7,58,40
51,11,7,58,40,410
11,7,58,40,410,13
7,58,40,410,13,23
58,40,410,13,23,989
40,410,13,23,989,56
410,13,23,989,56,20
13,23,989,56,20,2732
23,989,56,20,2732,21
989,56,20,2732,21,28
56,20,2732,21,28,127
20,2732,21,28,127,4
2732,21,28,127,4,27
21,28,127,4,27,59
28,127,4,27,59,17
127,4,27,59,17,10
4,27,59,17,10,25
27,59,17,10,25,1389
59,17,10,25,1389,5
17,10,25,1389,5,2733
10,25,1389,5,2733,2734
25,1389,5,2733,2734,12
1389,5,2733,2734,12,9
5,2733,2734,12,9,86
2733,2734,12,9,86,23
2734,12,9,86,23,10
12,9,86,23,10,469
9,86,23,10,469,8
86,23,10,469,8,868
23,10,469,8,868,982
10,469,8,868,982,5
469,8,868,982,5,513
8,868,982,5,513,704
868,982,5,513,704,315
982,5,513,704,315,320
5,513,704,315,320,35
513,704,315,320,35,14
704,315,320,35,14,39
315,320,35,14,39,2
320,35,14,39,2,504
35,14,39,2,504,581
14,39,2,504,581,2
39,2,504,581,2,223
2,504,581,2,223,21
504,581,2,223,21,129
581,2,223,21,129,45
2,223,21,129,45,3
223,21,129,45,3,1331
21,129,45,3,1331,32
129,45,3,1331,32,61
45,3,1331,32,61,594
3,1331,32,61,594,9
1331,32,61,594,9,255
32,61,594,9,255,201
61,594,9,255,201,2735
594,9,255,201,2735,68
9,255,201,2735,68,22
255,201,2735,68,22,5
201,2735,68,22,5,2736
2735,68,22,5,2736,68
68,22,5,2736,68,48
22,5,2736,68,48,50
5,2736,68,48,50,5
2736,68,48,50,5,24
68,48,50,5,24,29
48,50,5,24,29,55
50,5,24,29,55,3
5,24,29,55,3,7
24,29,55,3,7,270
29,55,3,7,270,2
55,3,7,270,2,223
3,7,270,2,223,230
7,270,2,223,230,212
270,2,223,230,212,26
2,223,230,212,26,39
223,230,212,26,39,168
230,212,26,39,168,43
212,26,39,168,43,2737
26,39,168,43,2737,2738
39,168,43,2737,2738,233
168,43,2737,2738,233,88
43,2737,2738,233,88,483
2737,2738,233,88,483,160
2738,233,88,483,160,6
233,88,483,160,6,2739
88,483,160,6,2739,21
483,160,6,2739,21,12
160,6,2739,21,12,9
6,2739,21,12,9,142
2739,21,12,9,142,55
21,12,9,142,55,61
12,9,142,55,61,238
9,142,55,61,238,2740
142,55,61,238,2740,1
55,61,238,2740,1,748
61,238,2740,1,748,2741
238,2740,1,748,2741,12
2740,1,748,2741,12,1
1,748,2741,12,1,273
748,2741,12,1,273,129
2741,12,1,273,129,188
12,1,273,129,188,22
1,273,129,188,22,14
273,129,188,22,14,342
129,188,22,14,342,39
188,22,14,342,39,480
22,14,342,39,480,6
14,342,39,480,6,2742
342,39,480,6,2742,21
39,480,6,2742,21,102
480,6,2742,21,102,46
6,2742,21,102,46,2
2742,21,102,46,2,2743
21,102,46,2,2743,664
102,46,2,2743,664,4
46,2,2743,664,4,3
2,2743,664,4,3,19
2743,664,4,3,19,1426
664,4,3,19,1426,79
4,3,19,1426,79,153
3,19,1426,79,153,20
19,1426,79,153,20,263
1426,79,153,20,263,41
79,153,20,263,41,99
153,20,263,41,99,2
20,263,41,99,2,581
263,41,99,2,581,33
41,99,2,581,33,175
99,2,581,33,175,153
2,581,33,175,153,33
581,33,175,153,33,167
33,175,153,33,167,32
175,153,33,167,32,2
153,33,167,32,2,223
33,167,32,2,223,4
167,32,2,223,4,6
32,2,223,4,6,9
2,223,4,6,9,899
223,4,6,9,899,27
4,6,9,899,27,478
6,9,899,27,478,2744
9,899,27,478,2744,2
899,27,478,2744,2,223
27,478,2744,2,223,583
478,2744,2,223,583,77
2744,2,223,583,77,99
2,223,583,77,99,115
223,583,77,99,115,861
583,77,99,115,861,65
77,99,115,861,65,20
99,115,861,65,20,7
115,861,65,20,7,731
861,65,20,7,731,144
65,20,7,731,144,471
20,7,731,144,471,4
7,731,144,471,4,10
731,144,471,4,10,59
144,471,4,10,59,43
471,4,10,59,43,1
4,10,59,43,1,723
10,59,43,1,723,116
59,43,1,723,116,3
43,1,723,116,3,100
1,723,116,3,100,6
723,116,3,100,6,153
116,3,100,6,153,56
3,100,6,153,56,2745
100,6,153,56,2745,837
6,153,56,2745,837,291
153,56,2745,837,291,16
56,2745,837,291,16,14
2745,837,291,16,14,149
837,291,16,14,149,99
291,16,14,149,99,9
16,14,149,99,9,48
14,149,99,9,48,5
149,99,9,48,5,24
99,9,48,5,24,717
9,48,5,24,717,25
48,5,24,717,25,21
5,24,717,25,21,14
24,717,25,21,14,335
717,25,21,14,335,65
25,21,14,335,65,3
21,14,335,65,3,10
14,335,65,3,10,14
335,65,3,10,14,39
65,3,10,14,39,615
3,10,14,39,615,144
10,14,39,615,144,2746
14,39,615,144,2746,68
39,615,144,2746,68,132
615,144,2746,68,132,574
144,2746,68,132,574,3
2746,68,132,574,3,14
68,132,574,3,14,656
132,574,3,14,656,197
574,3,14,656,197,137
3,14,656,197,137,34
14,656,197,137,34,8
656,197,137,34,8,74
197,137,34,8,74,2747
137,34,8,74,2747,103
34,8,74,2747,103,6
8,74,2747,103,6,134
74,2747,103,6,134,25
2747,103,6,134,25,16
103,6,134,25,16,2748
6,134,25,16,2748,1208
134,25,16,2748,1208,61
25,16,2748,1208,61,920
16,2748,1208,61,920,6
2748,1208,61,920,6,276
1208,61,920,6,276,11
61,920,6,276,11,2749
920,6,276,11,2749,38
6,276,11,2749,38,5
276,11,2749,38,5,1
11,2749,38,5,1,67
2749,38,5,1,67,151
38,5,1,67,151,88
5,1,67,151,88,22
1,67,151,88,22,14
67,151,88,22,14,573
151,88,22,14,573,21
88,22,14,573,21,212
22,14,573,21,212,3
14,573,21,212,3,66
573,21,212,3,66,9
21,212,3,66,9,2750
212,3,66,9,2750,277
3,66,9,2750,277,91
66,9,2750,277,91,1427
9,2750,277,91,1427,3
2750,277,91,1427,3,7
277,91,1427,3,7,579
91,1427,3,7,579,11
1427,3,7,579,11,212
3,7,579,11,212,3
7,579,11,212,3,391
579,11,212,3,391,2
11,212,3,391,2,578
212,3,391,2,578,707
3,391,2,578,707,15
391,2,578,707,15,21
2,578,707,15,21,10
578,707,15,21,10,59
707,15,21,10,59,38
15,21,10,59,38,17
21,10,59,38,17,27
10,59,38,17,27,644
59,38,17,27,644,5
38,17,27,644,5,229
17,27,644,5,229,16
27,644,5,229,16,27
644,5,229,16,27,7
5,229,16,27,7,2751
229,16,27,7,2751,1428
16,27,7,2751,1428,17
27,7,2751,1428,17,21
7,2751,1428,17,21,956
2751,1428,17,21,956,4
1428,17,21,956,4,19
17,21,956,4,19,27
21,956,4,19,27,472
956,4,19,27,472,85
4,19,27,472,85,54
19,27,472,85,54,2
27,472,85,54,2,223
472,85,54,2,223,13
85,54,2,223,13,20
54,2,223,13,20,953
2,223,13,20,953,892
223,13,20,953,892,32
13,20,953,892,32,127
20,953,892,32,127,237
953,892,32,127,237,17
892,32,127,237,17,143
32,127,237,17,143,4
127,237,17,143,4,23
237,17,143,4,23,24
17,143,4,23,24,29
143,4,23,24,29,172
4,23,24,29,172,103
23,24,29,172,103,6
24,29,172,103,6,666
29,172,103,6,666,12
172,103,6,666,12,277
103,6,666,12,277,2
6,666,12,277,2,1327
666,12,277,2,1327,2752
12,277,2,1327,2752,33
277,2,1327,2752,33,174
2,1327,2752,33,174,20
1327,2752,33,174,20,236
2752,33,174,20,236,54
33,174,20,236,54,103
174,20,236,54,103,4
20,236,54,103,4,3
236,54,103,4,3,1163
54,103,4,3,1163,1407
103,4,3,1163,1407,103
4,3,1163,1407,103,6
3,1163,1407,103,6,711
1163,1407,103,6,711,310
1407,103,6,711,310,5
103,6,711,310,5,557
6,711,310,5,557,32
711,310,5,557,32,1429
310,5,557,32,1429,30
5,557,32,1429,30,11
557,32,1429,30,11,328
32,1429,30,11,328,227
1429,30,11,328,227,616
30,11,328,227,616,179
11,328,227,616,179,5
328,227,616,179,5,3
227,616,179,5,3,2753
616,179,5,3,2753,28
179,5,3,2753,28,909
5,3,2753,28,909,8
3,2753,28,909,8,1408
2753,28,909,8,1408,13
28,909,8,1408,13,732
909,8,1408,13,732,304
8,1408,13,732,304,5
1408,13,732,304,5,2754
13,732,304,5,2754,5
732,304,5,2754,5,187
304,5,2754,5,187,721
5,2754,5,187,721,3
2754,5,187,721,3,689
5,187,721,3,689,70
187,721,3,689,70,105
721,3,689,70,105,2
3,689,70,105,2,194
689,70,105,2,194,463
70,105,2,194,463,46
105,2,194,463,46,20
2,194,463,46,20,367
194,463,46,20,367,365
463,46,20,367,365,21
46,20,367,365,21,4
20,367,365,21,4,1398
367,365,21,4,1398,27
365,21,4,1398,27,725
21,4,1398,27,725,552
4,1398,27,725,552,76
1398,27,725,552,76,653
27,725,552,76,653,1133
725,552,76,653,1133,309
552,76,653,1133,309,1425
76,653,1133,309,1425,70
653,1133,309,1425,70,143
1133,309,1425,70,143,106
309,1425,70,143,106,502
1425,70,143,106,502,9
70,143,106,502,9,2755
143,106,502,9,2755,39
106,502,9,2755,39,63
502,9,2755,39,63,149
9,2755,39,63,149,352
2755,39,63,149,352,3
39,63,149,352,3,7
63,149,352,3,7,2756
149,352,3,7,2756,236
352,3,7,2756,236,87
3,7,2756,236,87,70
7,2756,236,87,70,1
2756,236,87,70,1,2757
236,87,70,1,2757,134
87,70,1,2757,134,8
70,1,2757,134,8,728
1,2757,134,8,728,5
2757,134,8,728,5,729
134,8,728,5,729,12
8,728,5,729,12,1
728,5,729,12,1,273
5,729,12,1,273,1214
729,12,1,273,1214,198
12,1,273,1214,198,35
1,273,1214,198,35,5
273,1214,198,35,5,3
1214,198,35,5,3,367
198,35,5,3,367,62
35,5,3,367,62,137
5,3,367,62,137,557
3,367,62,137,557,32
367,62,137,557,32,25
62,137,557,32,25,2758
137,557,32,25,2758,8
557,32,25,2758,8,9
32,25,2758,8,9,499
25,2758,8,9,499,1430
2758,8,9,499,1430,239
8,9,499,1430,239,2
9,499,1430,239,2,1233
499,1430,239,2,1233,76
1430,239,2,1233,76,557
239,2,1233,76,557,32
2,1233,76,557,32,195
1233,76,557,32,195,1
76,557,32,195,1,748
557,32,195,1,748,1402
32,195,1,748,1402,143
195,1,748,1402,143,149
1,748,1402,143,149,14
748,1402,143,149,14,541
1402,143,149,14,541,2759
143,149,14,541,2759,79
149,14,541,2759,79,1431
14,541,2759,79,1431,54
541,2759,79,1431,54,2760
2759,79,1431,54,2760,30
79,1431,54,2760,30,126
1431,54,2760,30,126,2761
54,2760,30,126,2761,110
2760,30,126,2761,110,2762
30,126,2761,110,2762,6
126,2761,110,2762,6,1432
2761,110,2762,6,1432,21
110,2762,6,1432,21,224
